id,genres,keywords,original_title,overview,popularity,vote_average,vote_count,title
599,['Drama'],"[""new year's eve"", 'jealousy', 'loss of sense of reality', 'screenwriter', 'butler', 'delusion', 'diva', 'film noir', 'hollywood', 'los angeles, california', 'black and white', 'madness', 'aging actor', 'has been', 'silent film star', 'grandiose  behavior', 'kept man', 'movie studio']",Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,19.375,8.3,2390,Sunset Boulevard
644479,"['Drama', 'Comedy']","['fame', 'rock band', 'heartbreak', 'sketch comedy', 'ecuador', 'white lie', 'band competition']",Dedicada A Mi Ex,"The film tells the story of Ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to Finland for an internship. Ariel with her friend Ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.",8.569,8.3,489,Dedicated to my ex
105,"['Adventure', 'Comedy', 'Science Fiction']","['flying car', 'race against time', 'clock tower', 'car race', 'lightning', 'guitar', 'plutonium', 'inventor', 'journey in the past', 'invention', 'time travel', 'bullying', 'mad scientist', 'fish out of water', 'terrorism', 'teenage love', 'destiny', 'hidden identity', 'love and romance', 'teenage life', 'changing the past or future', '1950s']",Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",78.049,8.315,18815,Back to the Future
12493,"['Crime', 'Drama', 'Mystery', 'Thriller']","['chauffeur', 'police', 'ransom', 'manager', 'kidnapping', 'blackmail', 'baby-snatching', 'film noir', 'shoe', 'japanese noir', 'emaciation']",天国と地獄,A shoe company executive who has mortgaged everything he has becomes a victim of extortion when his chauffeur's son is kidnapped and is conflicted over whether he should pay the ransom.,15.93,8.314,785,High and Low
207,['Drama'],"['individual', 'friendship', 'philosophy', 'poetry', 'literature', 'professor', 'coming of age', 'teacher', 'school play', 'vermont', 'schoolteacher', 'preparatory school', '1950s', 'teenager']",Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",77.224,8.313,10527,Dead Poets Society
101,"['Crime', 'Drama', 'Action']","['hotel room', 'new york city', 'immigrant', 'assassin', 'police brutality', 'corruption', 's.w.a.t.', 'hitman', 'loss of loved one', 'training', 'revenge', 'murder', 'loneliness', 'neighbor', 'tragic love', 'city life', 'neo-noir', 'complex relationship']",Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",56.607,8.313,13948,Léon: The Professional
3782,['Drama'],"['dying and death', 'japan', 'bureaucracy', 'age difference', 'praise', 'office', 'night life', 'sense of life', 'playground', 'obsequies', 'swing', 'loneliness', 'office politics', 'infatuation', 'wake', 'public works', 'short time to live', 'bureaucrat', 'thoughts of retirement', 'terminal cancer', 'city park', 'civil servant', 'drunk nostalgia', 'monotonous life', 'accomplishments', 'office gossip']",生きる,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",16.945,8.312,1010,Ikiru
533514,"['Animation', 'Fantasy', 'Romance', 'Drama']","['slice of life', 'steampunk', 'doll', 'military', 'anime', 'letters', 'based on light novel']",劇場版 ヴァイオレット・エヴァーガーデン,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",35.712,8.305,364,Violet Evergarden: The Movie
901,"['Comedy', 'Romance', 'Drama']","['blindness and impaired vision', 'eye operation', 'operation', ""love of one's life"", 'suicide attempt', 'flower shop', 'flower girl', 'tramp', 'love', 'black and white', 'millionaire', 'silent film', 'blind girl', 'little tramp']",City Lights,"In this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.",16.41,8.298,2006,City Lights
29259,"['Drama', 'Thriller', 'Crime']","['prison', 'escape', 'urination', 'warden', 'manhole', 'toothbrush', 'tunnel', 'hourglass', 'neo-noir']",Le Trou,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.",14.317,8.296,421,Le Trou
3082,"['Comedy', 'Drama']","['factory', 'ambulance', 'invention', 'tramp', 'great depression', 'industrial revolution', 'slapstick comedy', 'black and white', 'machine', 'pardon', 'guilty', 'silent film']",Modern Times,"A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",18.635,8.3,3466,Modern Times
10494,"['Animation', 'Thriller']","['career', 'japan', 'paranoia', 'stalker', 'celebrity', 'singer', 'fame', 'female protagonist', 'psychological thriller', 'mental illness', 'madness', 'split personality', 'adult animation', 'j-pop', 'celebrity worship', 'anime', 'aspiring actress']",PERFECT BLUE,"Pop singer Mima Kirigoe looks forward to a bright new career when she quits her chart-topping trio to become an actress. When she lands a role in a sexually charged murder mystery, Mima’s life begins to fall apart.",39.724,8.292,2279,Perfect Blue
447362,"['Drama', 'Romance']",[],Life in a Year,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",31.336,8.289,1591,Life in a Year
335,"['Drama', 'Western']","['small town', 'loss of loved one', 'harmonica', 'wedding party', 'spaghetti western', 'arizona territory', 'intercontintental railroad', 'outlaw gang', 'water pump', 'mysterious character', 'boom town', 'railroad company', 'hope for a new life', 'railroad construction', 'preserved film']",C'era una volta il West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",38.822,8.288,4011,Once Upon a Time in the West
25237,"['Drama', 'War']","['nazi', 'war crimes', 'insanity', 'world war ii', 'surrealism', 'wehrmacht', 'teenage girl', 'atrocity', 'genocide', 'russian army', 'mine field', 'horrors of war', 'premature aging', 'byelorussia', 'children in wartime']",Иди и смотри,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",24.158,8.3,1272,Come and See
28,"['Drama', 'War']","['guerrilla warfare', 'epic', 'vietnam war', 'journalist', 'mission', 'vietnam', 'vietcong', 'cia', 'cambodia', 'army', 'drug abuse', 'based on novel or book', 'secret mission', 'insanity', 'surrealism', 'tribe', 'green beret', 'jungle', 'descent into madness', 'brutality', 'riverboat', 'military', 'anti war']",Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",43.805,8.281,7675,Apocalypse Now
527641,"['Romance', 'Drama']","['forbidden love', 'terminal illness', 'hospital', 'best friend', 'falling in love', 'cystic fibrosis', 'star crossed lovers', 'first date', 'true love', 'teenager']",Five Feet Apart,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",40.009,8.28,5325,Five Feet Apart
77338,"['Drama', 'Comedy']","['friendship', 'male friendship', 'based on true story', 'masseuse', 'aristocrat', 'paragliding', 'interracial friendship', 'unlikely friendship', 'duringcreditsstinger', 'quadriplegic', 'quadriplegia']",Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,69.304,8.28,16394,The Intouchables
283566,"['Animation', 'Action', 'Science Fiction', 'Drama']","['technology', 'dystopia', 'mecha', 'battle', 'cyber & mecha', 'anime', 'father son conflict', 'humanity under attack', 'post apocalypse']",シン・エヴァンゲリオン劇場版:||,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",31.479,8.3,720,Evangelion: 3.0+1.0 Thrice Upon a Time
16672,"['Drama', 'Thriller']","['based on novel or book', 'insect', 'art house', 'black and white', 'sand dune', 'japanese new wave', 'entomologist', 'sand pit']",砂の女,An entomologist suffers extreme psychological and sexual torture after being taken captive by the residents of a poor seaside village.,19.98,8.277,372,Woman in the Dunes
